NSE Code,Strategy,Total Traded Value,CMP,Change %,Return Z-Score,Vol Spike (x),RSI,Tech Score,Action,Target,Stop Loss,Diff %
SBIN,RDX Indicator,0.0,964.4,-2.531528608947365e-06,0.2720812704166884,0.0,39.39696399287456,35,Explosive Sell,1004.12,934.61,
SCI,ETF Shop Method | DMADMA (Reverse) | DMADMA (No SL),0.0,292.3,4.176199716441563e-06,0.052774488588041,0.0,42.03038217402578,60,Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,326.0 | 310.66,253.86,-8.908884819787557
SHYAMMETL,RDX Indicator,0.0,973.35,2.5082512082091115e-06,-0.2966189959371271,0.0,69.79891028918985,95,Explosive Buy,1032.06,929.32,
SIEMENS,DMADMA (Reverse) | DMADMA (No SL),0.0,3844.0,0.0,-0.0137676616449246,0.0,59.4865688737852,95,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,4179.03 | 4085.4,3288.05,
SOLARINDS,RDX Indicator | DMADMA (No SL),0.0,18247.0,0.0,-0.3986447099388919,0.0,69.66171196532049,100,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,19341.55 | 19392.91,17426.09,
SPARC,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),0.0,212.11,-2.8775236768718044e-07,-0.3531150125988051,0.0,66.38900811734707,100,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,240.33 | 225.43,190.94 | 140.0,
SUDARSCHEM,Super BO Stocks,0.0,938.0,0.0,-0.0499659200381758,0.0,52.810490924244725,80,Super BO Buy,1040.83,830.52,
SUNPHARMA,ETF Shop Method | DMADMA (Reverse) | DMADMA (No SL),0.0,1799.2,2.713879856081113e-06,0.1106860427599563,0.0,44.21673417930296,55,Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,1886.59 | 1912.19,1746.73,-2.801113138275002
SURYAROSNI,ETF Shop Method,0.0,235.45,1.2961383906079084e-06,0.0517415957411624,0.0,47.46641791392232,40,Buy,,,-4.661638382639809
TATACHEM,Super BO Stocks,0.0,758.0,0.0,0.1757132533739991,0.0,51.80647069138028,60,Super BO Buy,790.94,703.24,
TATACOMM,RDX Indicator,0.0,1965.0,0.0,-0.3712566662863371,0.0,72.88043228762915,80,Explosive Buy,2138.76,1834.68,
TATACONSUM,DMADMA (Reverse),0.0,1178.4,-2.071797513852732e-06,-0.0829676526812547,0.0,50.04084312714158,65,150 DMA Breakout | CMP > 200 DMA,1236.17,1148.03,
TATAINVEST,Super BO Stocks,0.0,690.15,-3.5375007837556643e-06,0.1188443018599414,0.0,53.13411675883302,60,Super BO Buy,711.49,649.97,
TATAPOWER,DMADMA (Reverse) | DMADMA (No SL),0.0,420.75,0.0,0.1736175885954008,0.0,50.98351754266483,95,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,442.79 | 447.17,391.66,
TATASTEEL,DMADMA (Reverse) | DMADMA (No SL),0.0,208.02,-2.053870223784916e-06,0.1048458518751359,0.0,45.02075161011586,55,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,218.81 | 221.08,193.41,
TATATECH,RDX Indicator,0.0,705.3,1.730757325365001e-06,-0.4437196729996024,0.0,71.47418395441728,80,Explosive Buy,750.03,671.75,
TATSILV,DMADMA (Reverse) | DMADMA (No SL),0.0,25.3,3.0155710547135336e-06,-0.1757127950929556,0.0,53.39022563907125,75,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,27.06 | 26.89,22.1,
TDPOWERSYS,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),0.0,1318.6,1.8515139436584483e-06,-0.1946685496893787,0.0,63.99538156046677,80,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,1459.2 | 1401.41,1213.15 | 867.44,
TECHNOE,ETF Shop Method,0.0,1079.2,4.524474356439096e-06,0.1740627341269605,0.0,37.301194450198814,20,Buy,,,-11.844108747915108
TEJASNET,RDX Indicator,0.0,520.4,-4.691403031778497e-06,-0.2479947959585675,0.0,66.50506856503192,95,Explosive Buy,578.29,476.98,
TMCV,RDX Indicator | ETF Shop Method,0.0,379.5,0.0,0.146283215586568,0.0,38.36205951496579,30,Explosive Sell | Buy,410.23,356.45,-3.662475813951156
TMPV,RDX Indicator,0.0,393.9,1.5495089354752863e-06,-0.3155991328534345,0.0,69.38307560153073,85,Explosive Buy,418.07,375.77,
TORNTPHARM,DMADMA (Reverse) | DMADMA (No SL),0.0,4410.8,4.428051800817031e-06,-0.0433220696990667,0.0,50.769472840420505,70,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,4692.22 | 4687.8,4072.36,
TRENT,Super BO Stocks,0.0,4224.0,0.0,0.0508934370559668,0.0,54.79449056381349,60,Super BO Buy,4299.01,4008.12,
TVSMOTOR,ETF Shop Method,0.0,3355.7,1.455080177864214e-06,0.2118415750564777,0.0,39.548948622734414,15,Buy,,,-2.8674882670400548
UNIPARTS,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),0.0,601.05,2.0309510776880622e-06,-0.2339671301398967,0.0,70.18428026767987,85,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,653.48 | 638.8,561.73 | 489.73,
VBL,RDX Indicator | DMADMA (No SL),0.0,528.0,0.0,-0.0962482553838112,0.0,62.93995565417367,80,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,557.09 | 561.16,506.18,
VEDL,RDX Indicator,0.0,352.6,-1.731002693309873e-06,-0.2263796119469774,0.0,36.86894346698778,35,Explosive Sell,392.29,322.83,
VIDYAWIRES,RDX Indicator,0.0,108.65,-1.4043984161401183e-06,-0.2742327700915696,0.0,72.25312940573365,70,Explosive Buy,122.45,98.3,
VINDHYATEL,RDX Indicator | DMADMA (No SL),0.0,2210.5,0.0,-0.447450052925446,0.0,80.77899869155645,83,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,2484.76 | 2349.32,2004.81,
WABAG,DMADMA (No SL),0.0,1527.8,-3.195976141179441e-06,-0.0396888560864896,0.0,64.95872326514433,95,50 DMA Breakout | CMP > 200 DMA,1623.75,,
WALCHANNAG,RDX Indicator | DMADMA (No SL),0.0,253.36,-2.409028841913581e-07,-0.1056916639688768,0.0,60.28214732261672,80,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,286.67 | 269.27,228.38,
WOCKPHARMA,RDX Indicator | DMADMA (No SL),0.0,2031.4,-1.2018343071592963e-06,-0.4145991451487124,0.0,82.03184545653444,83,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,2229.35 | 2158.97,1882.94,
YESBANK,RDX Indicator | DMADMA (Reverse),0.0,23.15,1.6478174143729554e-06,-0.3445890033807975,0.0,69.75271535440064,95,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA,24.44,22.18 | 21.24,
ZYDUSLIFE,RDX Indicator | DMADMA (No SL),0.0,1077.7,4.530771760022793e-06,-0.3808593515042084,0.0,72.37111943155033,85,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,1134.87 | 1145.38,1034.82,
