NSE Code,Strategy,Total Traded Value,CMP,Change %,Return Z-Score,Vol Spike (x),RSI,Tech Score,Action,Target,Stop Loss,Diff %
APLAPOLLO,DMADMA (Reverse),8166088291.4,2276.2,21.45563361892397,1.3258281174965667,1.0848507225288448,50.55787675533535,80,150 DMA Breakout | CMP > 200 DMA,2819.64,2140.02,
COALINDIA,DMADMA (Reverse) | DMADMA (No SL),7822211550.741791,458.1499938964844,0.0,0.2268962179633872,1.6872958640299174,49.24048102699866,55,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,483.68 | 486.92,421.28,
MCX,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),6466446284.668945,3307.300048828125,-0.1991566948343028,-0.4594899801917399,0.6759787107246783,64.49900038247087,80,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,3511.48 | 3515.0,3154.17 | 2418.81,
GMDCLTD,DMADMA (Reverse) | DMADMA (No SL),6313395493.4198,693.1500244140625,0.0,0.136402393953415,2.958694387360808,58.62174635069846,75,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,745.75 | 736.68,586.95,
BLISSGVS,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),6196226796.952332,381.0499877929688,0.0,-0.3911360827733601,4.347515449975963,85.46422219475912,83,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,414.03 | 404.98,356.31 | 205.96,
DIACABS,RDX Indicator | DMADMA (No SL),4746746846.75235,206.6499938964844,0.0,-0.383694310827373,2.737524197967981,76.06788232881611,85,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,225.36 | 219.63,192.61,
WOCKPHARMA,RDX Indicator | DMADMA (No SL),4568330156.201904,1700.199951171875,3.822665884172298,0.7508506541447219,0.8676584608911863,68.24076302690953,100,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,1839.49 | 1806.97,1595.73,
GROWW,ETF Shop Method,4509280475.979248,188.7700042724609,0.0,0.2494413015816721,0.4122065969656497,44.89836026151558,40,Buy,,,-4.167447939914953
CONCOR,RDX Indicator | ETF Shop Method,4368822383.268951,475.8999938964844,0.0,0.1843744538225011,4.672352267278468,35.52880429716306,10,Explosive Sell | Buy,501.77,456.5,-6.984472100741486
VEDL,RDX Indicator,3996348920.0126953,352.45001220703125,2.189045649218793,0.2689254294443037,0.266681609358484,36.09585001692877,35,Explosive Sell,399.95,316.82,
BHEL,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),3941247753.75,417.75,0.0,-0.3986762284295275,0.4634637375970734,72.85870270229734,65,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,441.93 | 443.98,399.62 | 290.18,
REFEX,RDX Indicator,3580244984.362793,295.1499938964844,3.871194874636278,1.3290138263365252,6.779407946622985,72.98694743238856,78,Explosive Buy,324.14,273.41,
POWERINDIA,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),3573810020.0,36740.0,2.0697319072093348,0.6001179988032692,0.6619201147555932,71.51959654052479,85,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,39362.98 | 39047.27,34772.77 | 23730.92,
NETWEB,ETF Shop Method | DMADMA (Reverse) | DMADMA (No SL),3379500795.657959,3851.699951171875,0.2237738621710555,0.1328737385937074,0.6471875439457495,49.19305115320361,55,Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,4206.61 | 4093.59,3439.26,-3.834440756715853
FCL,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),3326602172.108631,39.47999954223633,0.0,-0.4256488597092901,1.8234418437459332,79.46900398171867,85,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,43.82 | 41.96,36.23 | 24.5,
SAMMAANCAP,DMADMA (Reverse),3270950396.3346405,167.7100067138672,-0.5042660518733658,-0.4370142688453878,0.8031713004603083,70.04661695083112,73,150 DMA Breakout | CMP > 200 DMA,180.19,151.1,
FEDERALBNK,DMADMA (Reverse) | DMADMA (No SL),3187463779.878113,290.20001220703125,0.0,-0.0861070837429659,1.3506910651757245,54.11045170645474,95,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,303.27 | 308.42,272.05,
GRASIM,RDX Indicator,3115682970.0,3165.0,0.0,-0.374479232873965,0.9469613691749028,77.24410371689265,80,Explosive Buy,3297.26,3065.81,
BIOCON,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),3099928667.0693665,436.1499938964844,0.0,-0.6413050537203889,1.2788430400346211,78.36772401031827,85,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,456.6 | 463.54,420.82 | 383.21,
ENRIN,RDX Indicator | DMADMA (No SL),3034951672.595215,3462.60009765625,0.0,-0.1315103433868001,1.2197036207661676,63.33257182969013,100,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,3721.26 | 3680.05,3268.6,
TMCV,ETF Shop Method,2976948204.6821594,385.1000061035156,-2.6664951233966123,-0.9323401219304136,0.8401122679702443,40.85030546846215,40,Buy,,,-3.3923055050867768
ONGC,ETF Shop Method | DMADMA (Reverse),2968325883.8676147,278.54998779296875,-3.1130477241847827,-1.5069298545558405,0.7025810939668009,39.43534279010203,35,Buy | 150 DMA Breakout | CMP > 200 DMA,292.95,260.62,-4.403188633426456
SURYAROSNI,ETF Shop Method,2901825333.945038,232.6000061035156,7.16424917444012,1.680074281506828,7.691332847872882,45.846495469877965,40,Buy,,,-6.450526635607895
EICHERMOT,DMADMA (Reverse),2864941664.0,7376.0,0.0,-0.0790226253223007,0.8261543729939784,60.06609161726787,90,150 DMA Breakout | CMP > 200 DMA,7722.36,7231.65,
JPPOWER,DMADMA (No SL),2860542752.798767,20.459999084472656,6.952430643247124,2.022515226686843,1.012641127626806,64.67137835823655,93,50 DMA Breakout | CMP > 200 DMA,21.74,,
HINDALCO,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),2838099670.09375,1145.4000244140625,3.768796316878504,1.6988549108066298,0.5241314527057913,68.7447479528509,98,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,1205.73 | 1217.33,1100.15 | 925.62,
WALCHANNAG,RDX Indicator | DMADMA (No SL),2632435385.1359863,265.2699890136719,8.27346490353954,1.7692667715703716,4.431209134920712,68.01999195962274,78,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,299.19 | 281.93,239.83,
NLCINDIA,DMADMA (Reverse) | DMADMA (No SL),2620222309.028748,343.3999938964844,0.4534116616336693,-0.001119677083987,0.8426960006885378,58.21931060178953,80,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,375.23 | 364.97,269.57,
OLAELEC,Super BO Stocks,2576256100.90596,37.58000183105469,-0.8181513950576664,-0.393526521210123,0.9990607979796076,58.02205844915681,65,Super BO Buy,39.65,33.87,
TECHNOE,ETF Shop Method | Super BO Stocks,2573736660.979004,1201.199951171875,-12.51274936839949,-3.2573990966943653,4.932328438538053,46.523715707793336,60,Buy | Super BO Buy,1209.35,1079.42,-4.351447182482819
DRREDDY,DMADMA (No SL),2535575964.317749,1327.9000244140625,0.0,-0.0023531845643273,0.7831294207861341,56.45276001686752,95,50 DMA Breakout | CMP > 200 DMA,1411.29,,
BHARATCOAL,RDX Indicator,2471008292.0,38.0,0.0,-0.2354656808627866,2.0276305249420323,65.64993631835088,85,Explosive Buy,40.82,35.89,
RELIANCE,ETF Shop Method,2461410429.5,1355.5,-0.058987598563921,0.1339145649179467,0.1185046085466351,45.90060510046607,25,Buy,,,-2.158221452288154
CGPOWER,RDX Indicator | DMADMA (No SL),2451849194.988037,879.1500244140625,0.0,-0.1655382631872379,0.7349574395734679,65.452478646252,100,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,927.32 | 934.36,843.03,
LAURUSLABS,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),2410267160.3302,1373.9000244140625,1.2976461662111043,0.076441493194688,0.7260042873081191,80.6700155565387,85,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,1436.09 | 1460.18,1327.26 | 1059.01,
GVT&D,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),2342640286.027344,4848.2998046875,0.0,-0.167513229069324,0.6863596551411633,66.39936308082642,100,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,5220.34 | 5152.77,4569.27 | 3529.02,
VIKRAN,100 SMA Breakout,2334408472.9539185,77.16000366210938,9.26083356155615,2.4059593738167004,6.697335171672679,63.17000872630216,60,Breakout Buy,89.5,74.23,
NATIONALUM,DMADMA (Reverse) | DMADMA (No SL),2290506304.8871155,430.6499938964844,3.471884013848909,1.310727415234704,0.6960207657296391,61.70539944141339,93,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,456.49 | 457.69,344.06,
REDTAPE,RDX Indicator,2288489357.2592163,148.49000549316406,11.504098171408785,3.517683165042702,12.500587546448614,75.71301449475743,78,Explosive Buy,162.19,138.21,
UNIPARTS,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),2286806882.425659,607.3499755859375,8.55227445682529,2.9378921567102947,11.552996760441426,74.4727827553237,83,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,658.58 | 645.49,568.93 | 487.14,
DATAPATTNS,DMADMA (Reverse) | DMADMA (No SL),2283990736.7578125,4101.7001953125,0.0,-0.0056267473017576,0.5477157134724059,58.34873502856447,75,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,4471.24 | 4359.29,3081.72,
CEMPRO,RDX Indicator,2221446002.152771,943.2999877929688,0.0,-0.280850821608516,0.6886044625823542,66.39598628861374,65,Explosive Buy,1030.49,877.91,
SIEMENS,DMADMA (Reverse) | DMADMA (No SL),2106911946.2456052,3785.39990234375,2.942454927896785,1.1766626659695938,1.2295573218978857,57.12163148664898,75,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,4061.15 | 4023.12,3266.0,
DIVISLAB,DMADMA (Reverse) | DMADMA (No SL),2089682085.0,6753.0,0.0,-0.2088717570482938,0.8475076450149546,57.08448678650091,80,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,7041.46 | 7177.09,6368.81,
DIAMONDYD,RDX Indicator | DMADMA (Reverse),2089312132.050537,1110.699951171875,0.0,-0.1616568830586686,9.441501102090772,72.57603729354106,78,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA,1186.01,1054.22 | 1052.18,
TATACHEM,RDX Indicator | Super BO Stocks,2074037981.19458,783.9000244140625,2.343496562564122,1.4187478794110802,1.5149465030797864,60.09949328979596,65,Explosive Buy | Super BO Buy,843.11 | 793.68,739.49 | 724.69,
QUADFUTURE,100 SMA Breakout,2050719225.281433,302.95001220703125,4.954103105117385,2.315955729471366,13.307989993597817,52.30125711064885,55,Breakout Buy,344.37,302.44,
SBCL,RDX Indicator | DMADMA (No SL),2038965301.25,748.75,7.309208169115013,1.762148122758865,5.354529582982596,76.09927168606546,83,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,828.45 | 795.77,688.98,
GLAND,RDX Indicator | DMADMA (No SL),2017485318.132324,2307.89990234375,0.0,-0.3775635246618326,1.035123678371994,75.297453939822,85,Explosive Buy | 50 DMA Breakout | CMP > 200 DMA,2473.66 | 2452.84,2183.58,
GRSE,ETF Shop Method | DMADMA (No SL),1981919737.5,2662.5,0.0,0.2147572716825586,0.4259454542759943,46.23970339842482,55,Buy | 50 DMA Breakout | CMP > 200 DMA,2829.7,,-4.864675418094134
SUDARSCHEM,Super BO Stocks,1969545635.0836184,1003.1500244140624,-3.9082263198549865,-1.1759081062875736,5.448301985225967,63.26974800968755,80,Super BO Buy,1048.32,899.66,
DMART,Nifty Shop (Single Leg) | RDX Indicator | ETF Shop Method,1967224850.8154297,4103.60009765625,0.0,0.4396307934674381,1.348275484808522,33.33575108625256,15,Level 1 Buy | Explosive Sell | Buy,4361.31 | 4282.51,3969.42,-4.708384376671604
BHARATFORG,DMADMA (Reverse) | DMADMA (No SL),1954033911.912964,1930.4000244140625,0.0,-0.0387215390971352,0.7192271840695034,56.486678341321664,75,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,2037.08 | 2051.63,1624.73,
SCI,ETF Shop Method | DMADMA (Reverse) | DMADMA (No SL),1940517155.00354,308.04998779296875,1.7506152908236994,0.5544855824514823,0.491803257570698,48.99822790363934,60,Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,342.26 | 327.4,253.33,-4.433062394494468
COLPAL,ETF Shop Method,1937259333.581543,2077.10009765625,0.0,0.0832682852332902,2.263579779795619,43.38829876545195,40,Buy,,,-3.095245540840981
EMMVEE,RDX Indicator,1868562670.5529172,295.45001220703125,0.0,-0.0389564232128,1.358874726970562,68.72011223407695,83,Explosive Buy,320.45,276.7,
LLOYDSME,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),1783129594.0307617,1853.699951171875,2.9032933301321555,1.3550389232419582,1.434370357668084,70.37389065369402,63,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,1968.21 | 1970.11,1767.82 | 1347.55,
SAIL,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),1714725134.9891968,205.80999755859372,0.9664448862320416,0.1099384115886246,0.2661099509966782,67.57538367084275,100,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,219.22 | 218.73,195.76 | 155.48,
NTPC,DMADMA (Reverse) | DMADMA (No SL),1670966432.5401306,395.1499938964844,1.39850693321451,1.510127413750528,0.5306812645828468,53.6766034368289,75,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,411.6 | 419.97,358.37,
BLUEJET,RDX Indicator | Super BO Stocks,1656554217.6703491,499.5499877929688,0.0,-0.1816610664938391,3.8898581655082367,69.28251367167081,85,Explosive Buy | Super BO Buy,545.71 | 523.39,464.93 | 453.39,
CUMMINSIND,DMADMA (Reverse) | DMADMA (No SL),1651688844.0,5418.5,0.0,-0.0929568137588328,0.8411459048346491,60.65615407033271,75,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,5653.69 | 5758.78,4613.17,
PARAS,DMADMA (Reverse) | DMADMA (No SL),1628093382.2686768,858.1500244140625,0.2804585935217645,-0.0248171770929267,0.95379401875405,64.1945772527745,95,150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,937.8 | 912.04,698.32,
CIPLA,RDX Indicator | Super BO Stocks,1605739747.5,1417.5,0.0,-0.1726003755712365,0.6205067337182351,64.85044235497512,85,Explosive Buy | Super BO Buy,1472.73 | 1431.79,1376.08 | 1362.27,
COCHINSHIP,ETF Shop Method,1488763792.56958,1526.199951171875,0.0,0.2982450615928463,0.6053547468763109,43.16327056389238,40,Buy,,,-6.435833952388897
NAVINFLUOR,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),1484843148.0,7396.0,-0.6648311060372036,-0.7971357027008331,0.6517466653508134,71.39393086623005,83,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,7804.33 | 7860.47,7089.75 | 6180.99,
VINDHYATEL,RDX Indicator,1465169198.2000732,2009.5999755859373,13.287104567785835,1.891321581013712,5.585092834640392,76.18380829104287,78,Explosive Buy,2252.69,1827.28,
VIDYAWIRES,RDX Indicator,1459452991.176651,101.61000061035156,8.650560583488804,2.085850480351485,2.079684018155288,71.15536031547164,48,Explosive Buy,113.57,92.64,
GOODLUCK,DMADMA (No SL),1414405155.224121,1337.800048828125,0.0,-0.1263429024048228,3.395796871823252,53.474245596517534,70,50 DMA Breakout | CMP > 200 DMA,1421.81,,
SHYAMMETL,RDX Indicator,1405242469.8599854,979.0999755859376,1.772255912822471,0.6350713843657182,1.7189068447149634,71.8946408545167,78,Explosive Buy,1040.87,932.77,
TDPOWERSYS,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),1403406140.2788086,1367.199951171875,5.0238054916822845,1.098697890706315,0.5935196348873779,71.49542734972455,83,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,1499.46 | 1453.06,1268.0 | 853.89,
HCLTECH,RDX Indicator,1390601453.81958,1161.9000244140625,0.0,0.1160086838208019,0.4165737193236786,37.36353028016533,30,Explosive Sell,1215.88,1121.41,
RRKABEL,RDX Indicator | DMADMA (Reverse) | DMADMA (No SL),1338203489.1221924,1977.4000244140625,-0.5882032736151684,-0.5185135312371492,0.6481274953663724,68.83939392360502,80,Explosive Buy | 150 DMA Breakout | CMP > 200 DMA | 50 DMA Breakout | CMP > 200 DMA,2129.43 | 2101.58,1863.38 | 1478.95,
LTM,RDX Indicator | ETF Shop Method,1323092093.057129,3970.39990234375,-0.5311202223125541,-0.0456776688065995,0.8492155041161873,38.339047966469295,10,Explosive Sell | Buy,4244.21,3765.04,-4.82480293062739
KSHINTL,RDX Indicator,1309617611.990723,739.7999877929688,6.446041409060252,1.411951505376165,3.460042238256211,68.77630867138834,83,Explosive Buy,836.02,667.63,
